bin_start,bin_end,count
20.418416493030264,20.57657251007242,0
20.57657251007242,20.734728527114576,0
20.734728527114576,20.892884544156733,0
20.892884544156733,21.051040561198892,0
21.051040561198892,21.20919657824105,0
21.20919657824105,21.367352595283204,0
21.367352595283204,21.52550861232536,0
21.52550861232536,21.68366462936752,0
21.68366462936752,21.841820646409676,0
21.841820646409676,21.999976663451832,0
21.999976663451832,22.158132680493992,0
22.158132680493992,22.316288697536148,0
22.316288697536148,22.474444714578304,0
22.474444714578304,22.63260073162046,0
22.63260073162046,22.79075674866262,0
22.79075674866262,22.948912765704776,0
22.948912765704776,23.107068782746932,0
23.107068782746932,23.265224799789088,0
23.265224799789088,23.423380816831248,0
23.423380816831248,23.581536833873404,0
23.581536833873404,23.73969285091556,0
23.73969285091556,23.89784886795772,0
23.89784886795772,24.056004884999876,0
24.056004884999876,24.214160902042032,0
24.214160902042032,24.372316919084188,0
24.372316919084188,24.530472936126348,0
24.530472936126348,24.688628953168504,0
24.688628953168504,24.84678497021066,0
24.84678497021066,25.004940987252816,0
25.004940987252816,25.163097004294976,0
25.163097004294976,25.32125302133713,0
25.32125302133713,25.479409038379288,0
25.479409038379288,25.637565055421447,0
25.637565055421447,25.795721072463603,0
25.795721072463603,25.95387708950576,0
25.95387708950576,26.112033106547916,0
26.112033106547916,26.27018912359007,1
