environment,seed,timesteps,metric_return
Custom,42,55000,20.0
Custom,42,56000,7.0
Custom,42,57000,14.0
Custom,42,58000,40.0
Custom,42,59000,12.0
Custom,42,60000,21.0
Custom,42,61000,11.0
Custom,42,62000,25.0
Custom,42,63000,6.0
Custom,42,64000,19.0
Custom,42,65000,18.0
Custom,42,66000,20.0
Custom,42,67000,39.0
Custom,42,68000,11.0
Custom,42,69000,16.0
Custom,42,70000,18.0
Custom,42,71000,42.0
Custom,42,72000,17.0
Custom,42,73000,24.0
Custom,42,74000,33.0
Custom,42,75000,63.0
Custom,42,76000,25.0
Custom,42,77000,35.0
Custom,42,78000,18.0
Custom,42,79000,21.0
Custom,42,80000,36.0
Custom,42,81000,20.0
Custom,42,82000,33.0
Custom,42,83000,45.0
Custom,42,84000,16.0
Custom,42,85000,29.0
Custom,42,86000,17.0
Custom,42,87000,45.0
Custom,42,88000,28.0
Custom,42,89000,21.0
Custom,42,90000,41.0
Custom,42,91000,52.0
Custom,42,92000,36.0
Custom,42,93000,24.0
Custom,42,94000,43.0
Custom,42,95000,42.0
Custom,42,96000,51.0
Custom,42,97000,42.0
Custom,42,98000,58.0
Custom,42,99000,55.0
Custom,42,100000,50.0
Custom,42,101000,50.0
Custom,42,102000,27.0
Custom,42,103000,41.0
Custom,42,104000,21.0
Custom,42,105000,57.0
Custom,42,106000,39.0
Custom,42,107000,44.0
Custom,42,108000,42.0
Custom,42,109000,27.0
Custom,42,110000,59.0
Custom,42,111000,66.0
Custom,42,112000,76.0
Custom,42,113000,42.0
Custom,42,114000,38.0
Custom,42,115000,47.0
Custom,42,116000,35.0
Custom,42,117000,38.0
Custom,42,118000,48.0
Custom,42,119000,74.0
Custom,42,120000,30.0
Custom,42,121000,62.0
Custom,42,122000,44.0
Custom,42,123000,99.0
Custom,42,124000,59.0
Custom,42,125000,48.0
Custom,42,126000,107.0
Custom,42,127000,24.0
Custom,42,128000,77.0
Custom,42,129000,121.0
Custom,42,130000,55.0
Custom,42,131000,51.0
Custom,42,132000,89.0
Custom,42,133000,90.0
Custom,42,134000,58.0
Custom,42,135000,134.0
Custom,42,136000,52.0
Custom,42,137000,137.0
Custom,42,138000,63.0
Custom,42,139000,85.0
Custom,42,140000,67.0
Custom,42,141000,82.0
Custom,42,142000,111.0
Custom,42,143000,194.0
Custom,42,144000,132.0
Custom,42,145000,162.0
Custom,42,146000,117.0
Custom,42,147000,117.0
Custom,42,148000,132.0
Custom,42,149000,127.0
Custom,42,150000,97.0
Custom,42,151000,124.0
Custom,42,152000,137.0
Custom,42,153000,160.0
Custom,42,154000,167.0
Custom,42,155000,139.0
Custom,42,156000,161.0
Custom,42,157000,201.0
Custom,42,158000,147.0
Custom,42,159000,135.0
Custom,42,160000,311.0
Custom,42,161000,271.0
Custom,42,162000,188.0
Custom,42,163000,242.0
Custom,42,164000,134.0
Custom,42,165000,166.0
Custom,42,166000,206.0
Custom,42,167000,152.0
Custom,42,168000,195.0
Custom,42,169000,161.0
Custom,42,170000,280.0
Custom,42,171000,160.0
Custom,42,172000,237.0
Custom,42,173000,104.0
Custom,42,174000,150.0
Custom,42,175000,264.0
Custom,42,176000,135.0
Custom,42,177000,314.0
Custom,42,178000,192.0
Custom,42,179000,183.0
Custom,42,180000,195.0
Custom,42,181000,197.0
Custom,42,182000,200.0
Custom,42,183000,238.0
Custom,42,184000,307.0
Custom,42,185000,496.0
Custom,42,186000,661.0
Custom,42,187000,867.0
Custom,42,188000,409.0
Custom,42,189000,996.0
Custom,42,190000,485.0
Custom,42,191000,587.0
Custom,42,192000,456.0
Custom,42,193000,409.0
Custom,42,194000,1000.0
Custom,42,195000,1000.0
Custom,42,196000,1000.0
Custom,42,197000,1000.0
Custom,42,198000,1000.0
Custom,42,199000,1000.0
Custom,42,200000,1000.0
Custom,42,201000,1000.0
Custom,42,202000,1000.0
Custom,42,203000,1000.0
Custom,42,204000,1000.0
Custom,42,205000,1000.0
Custom,42,206000,1000.0
Custom,42,207000,1000.0
Custom,42,208000,1000.0
Custom,42,209000,1000.0
Custom,42,210000,1000.0
Custom,42,211000,1000.0
Custom,42,212000,1000.0
Custom,42,213000,1000.0
Custom,42,214000,1000.0
Custom,42,215000,1000.0
Custom,42,216000,1000.0
Custom,42,217000,1000.0
Custom,42,218000,1000.0
Custom,42,219000,1000.0
Custom,42,220000,1000.0
Custom,42,221000,1000.0
Custom,42,222000,1000.0
Custom,42,223000,1000.0
Custom,42,224000,1000.0
Custom,42,225000,1000.0
Custom,42,226000,1000.0
Custom,42,227000,1000.0
Custom,42,228000,1000.0
Custom,42,229000,1000.0
Custom,42,230000,1000.0
Custom,42,231000,1000.0
Custom,42,232000,1000.0
Custom,42,233000,1000.0
Custom,42,234000,1000.0
Custom,42,235000,1000.0
Custom,42,236000,1000.0
Custom,42,237000,1000.0
Custom,42,238000,1000.0
Custom,42,239000,1000.0
Custom,42,240000,1000.0
Custom,42,241000,1000.0
Custom,42,242000,1000.0
Custom,42,243000,1000.0
Custom,42,244000,1000.0
Custom,42,245000,1000.0
Custom,42,246000,1000.0
Custom,42,247000,1000.0
Custom,42,248000,1000.0
Custom,42,249000,1000.0
Custom,42,250000,1000.0
Custom,42,251000,1000.0
