environment,timesteps,mean_metric,std_metric
Standard,204000.0,286.0,0.0
Standard,206000.0,300.0,0.0
Standard,208000.0,321.0,0.0
Standard,210000.0,361.0,0.0
Standard,212000.0,277.0,0.0
Standard,214000.0,687.0,0.0
Standard,216000.0,396.0,0.0
Standard,218000.0,736.0,0.0
Standard,220000.0,792.0,0.0
Standard,222000.0,937.0,0.0
Standard,224000.0,1000.0,0.0
Standard,226000.0,1000.0,0.0
Standard,228000.0,1000.0,0.0
Standard,230000.0,1000.0,0.0
Standard,232000.0,1000.0,0.0
Standard,234000.0,1000.0,0.0
Standard,236000.0,1000.0,0.0
Standard,238000.0,1000.0,0.0
Standard,240000.0,1000.0,0.0
Standard,242000.0,1000.0,0.0
Standard,244000.0,1000.0,0.0
Standard,246000.0,1000.0,0.0
Standard,248000.0,1000.0,0.0
Standard,250000.0,1000.0,0.0
Standard,252000.0,1000.0,0.0
Standard,254000.0,1000.0,0.0
Standard,256000.0,1000.0,0.0
Standard,258000.0,1000.0,0.0
Standard,260000.0,1000.0,0.0
Standard,262000.0,1000.0,0.0
Standard,264000.0,1000.0,0.0
Standard,266000.0,1000.0,0.0
Standard,268000.0,1000.0,0.0
Standard,270000.0,1000.0,0.0
Standard,272000.0,1000.0,0.0
Standard,274000.0,1000.0,0.0
Standard,276000.0,1000.0,0.0
Standard,278000.0,1000.0,0.0
Standard,280000.0,1000.0,0.0
Standard,282000.0,1000.0,0.0
Standard,284000.0,1000.0,0.0
Standard,286000.0,1000.0,0.0
Standard,288000.0,1000.0,0.0
Standard,290000.0,1000.0,0.0
Standard,292000.0,1000.0,0.0
Standard,294000.0,1000.0,0.0
Standard,296000.0,1000.0,0.0
Standard,298000.0,1000.0,0.0
Standard,300000.0,1000.0,0.0
Standard,302000.0,1000.0,0.0
Standard,304000.0,1000.0,0.0
Standard,306000.0,1000.0,0.0
Standard,308000.0,1000.0,0.0
Standard,310000.0,1000.0,0.0
Standard,312000.0,1000.0,0.0
Standard,314000.0,1000.0,0.0
Standard,316000.0,1000.0,0.0
Standard,318000.0,1000.0,0.0
Standard,320000.0,1000.0,0.0
Standard,322000.0,1000.0,0.0
Standard,324000.0,1000.0,0.0
Standard,326000.0,1000.0,0.0
Standard,328000.0,1000.0,0.0
Standard,330000.0,1000.0,0.0
Standard,332000.0,1000.0,0.0
Standard,334000.0,1000.0,0.0
Standard,336000.0,1000.0,0.0
Standard,338000.0,1000.0,0.0
Standard,340000.0,1000.0,0.0
Standard,342000.0,1000.0,0.0
Standard,344000.0,1000.0,0.0
Standard,346000.0,1000.0,0.0
Standard,348000.0,1000.0,0.0
Standard,350000.0,1000.0,0.0
Standard,352000.0,1000.0,0.0
Standard,354000.0,1000.0,0.0
Standard,356000.0,1000.0,0.0
Standard,358000.0,1000.0,0.0
Standard,360000.0,1000.0,0.0
Standard,362000.0,1000.0,0.0
Standard,364000.0,1000.0,0.0
Standard,366000.0,1000.0,0.0
Standard,368000.0,1000.0,0.0
Standard,370000.0,1000.0,0.0
Standard,372000.0,1000.0,0.0
Standard,374000.0,1000.0,0.0
Standard,376000.0,1000.0,0.0
Standard,378000.0,1000.0,0.0
Standard,380000.0,1000.0,0.0
Standard,382000.0,1000.0,0.0
Standard,384000.0,1000.0,0.0
Standard,386000.0,1000.0,0.0
Standard,388000.0,1000.0,0.0
Standard,390000.0,1000.0,0.0
Standard,392000.0,1000.0,0.0
Standard,394000.0,1000.0,0.0
Standard,396000.0,1000.0,0.0
Standard,398000.0,1000.0,0.0
Standard,400000.0,1000.0,0.0
Standard,402000.0,1000.0,0.0
Standard,404000.0,1000.0,0.0
Standard,406000.0,1000.0,0.0
Standard,408000.0,1000.0,0.0
Standard,410000.0,1000.0,0.0
Standard,412000.0,1000.0,0.0
Standard,414000.0,1000.0,0.0
Standard,416000.0,1000.0,0.0
Standard,418000.0,1000.0,0.0
Standard,420000.0,1000.0,0.0
Standard,422000.0,1000.0,0.0
Standard,424000.0,1000.0,0.0
Standard,426000.0,1000.0,0.0
Standard,428000.0,1000.0,0.0
Standard,430000.0,1000.0,0.0
Standard,432000.0,1000.0,0.0
Standard,434000.0,1000.0,0.0
Standard,436000.0,1000.0,0.0
Standard,438000.0,1000.0,0.0
Standard,440000.0,1000.0,0.0
Standard,442000.0,1000.0,0.0
Standard,444000.0,1000.0,0.0
Standard,446000.0,1000.0,0.0
Standard,448000.0,1000.0,0.0
Standard,450000.0,1000.0,0.0
Standard,452000.0,1000.0,0.0
Standard,454000.0,1000.0,0.0
Standard,456000.0,1000.0,0.0
Standard,458000.0,1000.0,0.0
Standard,460000.0,1000.0,0.0
Standard,462000.0,1000.0,0.0
Standard,464000.0,1000.0,0.0
Standard,466000.0,1000.0,0.0
Standard,468000.0,1000.0,0.0
Standard,470000.0,1000.0,0.0
Standard,472000.0,1000.0,0.0
Standard,474000.0,1000.0,0.0
Standard,476000.0,1000.0,0.0
Standard,478000.0,1000.0,0.0
Standard,480000.0,1000.0,0.0
Standard,482000.0,1000.0,0.0
Standard,484000.0,1000.0,0.0
Standard,486000.0,1000.0,0.0
Standard,488000.0,1000.0,0.0
Standard,490000.0,1000.0,0.0
Standard,492000.0,1000.0,0.0
Standard,494000.0,1000.0,0.0
Standard,496000.0,1000.0,0.0
Standard,498000.0,1000.0,0.0
Standard,500000.0,1000.0,0.0
Custom,0.0,7.0,0.0
Custom,2000.0,6.0,0.0
Custom,4000.0,13.0,0.0
Custom,6000.0,3.0,0.0
Custom,8000.0,7.0,0.0
Custom,10000.0,5.0,0.0
Custom,12000.0,7.0,0.0
Custom,14000.0,14.0,0.0
Custom,16000.0,3.0,0.0
Custom,18000.0,5.0,0.0
Custom,20000.0,5.0,0.0
Custom,22000.0,3.0,0.0
Custom,24000.0,21.0,0.0
Custom,26000.0,21.0,0.0
Custom,28000.0,7.0,0.0
Custom,30000.0,6.0,0.0
Custom,32000.0,10.0,0.0
Custom,34000.0,7.0,0.0
Custom,36000.0,5.0,0.0
Custom,38000.0,3.0,0.0
Custom,40000.0,8.0,0.0
Custom,42000.0,9.0,0.0
Custom,44000.0,7.0,0.0
Custom,46000.0,7.0,0.0
Custom,48000.0,21.0,0.0
Custom,50000.0,4.0,0.0
Custom,52000.0,4.0,0.0
Custom,54000.0,4.0,0.0
Custom,56000.0,2.0,0.0
Custom,58000.0,10.0,0.0
Custom,60000.0,10.0,0.0
Custom,62000.0,6.0,0.0
Custom,64000.0,5.0,0.0
Custom,66000.0,3.0,0.0
Custom,68000.0,5.0,0.0
Custom,70000.0,5.0,0.0
Custom,72000.0,5.0,0.0
Custom,74000.0,13.0,0.0
Custom,76000.0,6.0,0.0
Custom,78000.0,4.0,0.0
Custom,80000.0,5.0,0.0
Custom,82000.0,5.0,0.0
Custom,84000.0,3.0,0.0
Custom,86000.0,5.0,0.0
Custom,88000.0,4.0,0.0
Custom,90000.0,4.0,0.0
Custom,92000.0,6.0,0.0
Custom,94000.0,7.0,0.0
Custom,96000.0,12.0,0.0
Custom,98000.0,5.0,0.0
Custom,100000.0,12.0,0.0
Custom,102000.0,6.0,0.0
Custom,104000.0,5.0,0.0
Custom,106000.0,12.0,0.0
Custom,108000.0,6.0,0.0
Custom,110000.0,14.0,0.0
Custom,112000.0,6.0,0.0
Custom,114000.0,20.0,0.0
Custom,116000.0,6.0,0.0
Custom,118000.0,21.0,0.0
Custom,120000.0,10.0,0.0
Custom,122000.0,10.0,0.0
Custom,124000.0,8.0,0.0
Custom,126000.0,4.0,0.0
Custom,128000.0,4.0,0.0
Custom,130000.0,14.0,0.0
Custom,132000.0,13.0,0.0
Custom,134000.0,14.0,0.0
Custom,136000.0,7.0,0.0
Custom,138000.0,4.0,0.0
Custom,140000.0,9.0,0.0
Custom,142000.0,7.0,0.0
Custom,144000.0,9.0,0.0
Custom,146000.0,3.0,0.0
Custom,148000.0,6.0,0.0
Custom,150000.0,3.0,0.0
Custom,152000.0,2.0,0.0
Custom,154000.0,9.0,0.0
Custom,156000.0,4.0,0.0
Custom,158000.0,4.0,0.0
Custom,160000.0,17.0,0.0
Custom,162000.0,5.0,0.0
Custom,164000.0,3.0,0.0
Custom,166000.0,11.0,0.0
Custom,168000.0,6.0,0.0
Custom,170000.0,11.0,0.0
Custom,172000.0,10.0,0.0
Custom,174000.0,5.0,0.0
Custom,176000.0,3.0,0.0
Custom,178000.0,5.0,0.0
Custom,180000.0,7.0,0.0
Custom,182000.0,22.0,0.0
Custom,184000.0,13.0,0.0
Custom,186000.0,7.0,0.0
Custom,188000.0,7.0,0.0
Custom,190000.0,13.0,0.0
Custom,192000.0,7.0,0.0
Custom,194000.0,9.0,0.0
Custom,196000.0,5.0,0.0
Custom,198000.0,5.0,0.0
Custom,200000.0,12.0,0.0
Custom,202000.0,17.0,0.0
Custom,204000.0,4.0,0.0
Custom,206000.0,6.0,0.0
Custom,208000.0,10.0,0.0
Custom,210000.0,5.0,0.0
Custom,212000.0,4.0,0.0
Custom,214000.0,5.0,0.0
Custom,216000.0,3.0,0.0
Custom,218000.0,11.0,0.0
Custom,220000.0,20.0,0.0
Custom,222000.0,20.0,0.0
Custom,224000.0,8.0,0.0
Custom,226000.0,9.0,0.0
Custom,228000.0,11.0,0.0
Custom,230000.0,3.0,0.0
Custom,232000.0,5.0,0.0
Custom,234000.0,4.0,0.0
Custom,236000.0,5.0,0.0
Custom,238000.0,6.0,0.0
Custom,240000.0,8.0,0.0
Custom,242000.0,5.0,0.0
Custom,244000.0,6.0,0.0
Custom,246000.0,28.0,0.0
Custom,248000.0,26.0,0.0
Custom,250000.0,7.0,0.0
Custom,252000.0,20.0,0.0
Custom,254000.0,5.0,0.0
Custom,256000.0,3.0,0.0
Custom,258000.0,16.0,0.0
Custom,260000.0,4.0,0.0
Custom,262000.0,12.0,0.0
Custom,264000.0,6.0,0.0
Custom,266000.0,15.0,0.0
Custom,268000.0,7.0,0.0
Custom,270000.0,2.0,0.0
Custom,272000.0,37.0,0.0
Custom,274000.0,5.0,0.0
Custom,276000.0,6.0,0.0
Custom,278000.0,4.0,0.0
Custom,280000.0,3.0,0.0
Custom,282000.0,3.0,0.0
Custom,284000.0,16.0,0.0
Custom,286000.0,5.0,0.0
Custom,288000.0,23.0,0.0
Custom,290000.0,5.0,0.0
Custom,292000.0,3.0,0.0
Custom,294000.0,3.0,0.0
Custom,296000.0,4.0,0.0
Custom,298000.0,6.0,0.0
Custom,300000.0,6.0,0.0
Custom,302000.0,4.0,0.0
Custom,304000.0,22.0,0.0
Custom,306000.0,5.0,0.0
Custom,308000.0,3.0,0.0
Custom,310000.0,4.0,0.0
Custom,312000.0,12.0,0.0
Custom,314000.0,8.0,0.0
Custom,316000.0,15.0,0.0
Custom,318000.0,13.0,0.0
Custom,320000.0,13.0,0.0
Custom,322000.0,5.0,0.0
Custom,324000.0,6.0,0.0
Custom,326000.0,4.0,0.0
Custom,328000.0,26.0,0.0
Custom,330000.0,17.0,0.0
Custom,332000.0,8.0,0.0
Custom,334000.0,8.0,0.0
Custom,336000.0,9.0,0.0
Custom,338000.0,7.0,0.0
Custom,340000.0,7.0,0.0
Custom,342000.0,14.0,0.0
Custom,344000.0,6.0,0.0
Custom,346000.0,4.0,0.0
Custom,348000.0,12.0,0.0
Custom,350000.0,4.0,0.0
Custom,352000.0,5.0,0.0
Custom,354000.0,11.0,0.0
Custom,356000.0,6.0,0.0
Custom,358000.0,3.0,0.0
Custom,360000.0,7.0,0.0
Custom,362000.0,7.0,0.0
Custom,364000.0,3.0,0.0
Custom,366000.0,6.0,0.0
Custom,368000.0,6.0,0.0
Custom,370000.0,6.0,0.0
Custom,372000.0,4.0,0.0
Custom,374000.0,9.0,0.0
Custom,376000.0,9.0,0.0
Custom,378000.0,3.0,0.0
Custom,380000.0,3.0,0.0
Custom,382000.0,4.0,0.0
Custom,384000.0,4.0,0.0
Custom,386000.0,8.0,0.0
Custom,388000.0,17.0,0.0
Custom,390000.0,5.0,0.0
Custom,392000.0,5.0,0.0
Custom,394000.0,3.0,0.0
Custom,396000.0,3.0,0.0
Custom,398000.0,30.0,0.0
Custom,400000.0,4.0,0.0
Custom,402000.0,6.0,0.0
Custom,404000.0,14.0,0.0
Custom,406000.0,8.0,0.0
Custom,408000.0,6.0,0.0
Custom,410000.0,4.0,0.0
Custom,412000.0,11.0,0.0
Custom,414000.0,5.0,0.0
Custom,416000.0,3.0,0.0
Custom,418000.0,6.0,0.0
Custom,420000.0,7.0,0.0
Custom,422000.0,7.0,0.0
Custom,424000.0,3.0,0.0
Custom,426000.0,8.0,0.0
Custom,428000.0,9.0,0.0
Custom,430000.0,4.0,0.0
Custom,432000.0,5.0,0.0
Custom,434000.0,3.0,0.0
Custom,436000.0,3.0,0.0
Custom,438000.0,13.0,0.0
Custom,440000.0,6.0,0.0
Custom,442000.0,26.0,0.0
Custom,444000.0,6.0,0.0
Custom,446000.0,7.0,0.0
Custom,448000.0,16.0,0.0
Custom,450000.0,3.0,0.0
Custom,452000.0,5.0,0.0
Custom,454000.0,9.0,0.0
Custom,456000.0,9.0,0.0
Custom,458000.0,4.0,0.0
Custom,460000.0,7.0,0.0
Custom,462000.0,4.0,0.0
Custom,464000.0,20.0,0.0
Custom,466000.0,7.0,0.0
Custom,468000.0,5.0,0.0
Custom,470000.0,16.0,0.0
Custom,472000.0,15.0,0.0
Custom,474000.0,6.0,0.0
Custom,476000.0,4.0,0.0
Custom,478000.0,6.0,0.0
Custom,480000.0,20.0,0.0
Custom,482000.0,7.0,0.0
Custom,484000.0,9.0,0.0
Custom,486000.0,8.0,0.0
Custom,488000.0,3.0,0.0
Custom,490000.0,7.0,0.0
Custom,492000.0,6.0,0.0
Custom,494000.0,15.0,0.0
Custom,496000.0,9.0,0.0
Custom,498000.0,11.0,0.0
Custom,500000.0,6.0,0.0
